,xception ternary,vgg16 ternary,vgg19 ternary,resnet50 ternary,resnet101 ternary,resnet152 ternary,resnetv250 ternary,resnetv2101 ternary,resnetv2152 ternary,inc3 ternary,incr2 ternary,mobile ternary,mobilev2 ternary,densenet121 ternary,densenet169 ternary,densenet201 ternary,nasnetm ternary,nasnetl ternary
mean_acc,0.9045454545454547,0.8690909090909091,0.8945454545454548,0.78,0.7436363636363637,0.6636363636363635,0.9145454545454547,0.9063636363636365,0.9245454545454546,0.9354545454545455,0.9227272727272726,0.9127272727272727,0.8954545454545455,0.9318181818181819,0.9236363636363636,0.9254545454545454,0.9054545454545455,0.8754545454545454
std_acc,0.08559466268986479,0.09138059544093864,0.06829687262179251,0.079127473261778,0.09179567680992248,0.13273972544322896,0.049826144021980795,0.09289201052746522,0.05560337703044736,0.07140271078494159,0.059230604106406994,0.10254609928875327,0.10462447606432988,0.06327821292834492,0.07398905436136655,0.11389425282447872,0.08558983487956232,0.0951770859290744
mean_roc,0.9228769841269842,0.8780357142857144,0.900707671957672,0.8216534391534391,0.7854960317460318,0.7223941798941799,0.925026455026455,0.9258399470899471,0.9405357142857144,0.9476851851851851,0.9333664021164021,0.9279695767195767,0.9131547619047617,0.942579365079365,0.9412830687830688,0.9359589947089948,0.9221362433862434,0.8979960317460318
std_roc,0.0730310606113383,0.07444602295090956,0.0625001753167945,0.06153455787327329,0.07335640060953134,0.11421880389931044,0.051470514596144434,0.07594680737365167,0.048878439700944756,0.061097080319717126,0.05490730424162973,0.08710185108852134,0.08950827860117537,0.05992977960284146,0.055956264640629146,0.10179903138883571,0.07816022196702098,0.06929203513504971
