,xception ternary,vgg16 ternary,vgg19 ternary,resnet50 ternary,resnet101 ternary,resnet152 ternary,resnetv250 ternary,resnetv2101 ternary,resnetv2152 ternary,inc3 ternary,incr2 ternary,mobile ternary,mobilev2 ternary,densenet121 ternary,densenet169 ternary,densenet201 ternary,nasnetm ternary,nasnetl ternary
mean_acc,0.9245454545454546,0.6199999999999999,0.6199999999999999,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.8290909090909091,0.8645454545454546,0.8309090909090908,0.9172727272727274,0.8481818181818183,0.8736363636363637,0.8318181818181818,0.8472727272727273,0.9163636363636364,0.9127272727272727,0.8972727272727272,0.848181818181818
std_acc,0.10025174922733514,0.06515081042606878,0.0651508104260688,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.12202153989500014,0.1292348749082924,0.11165176085704757,0.1110766245837783,0.11797534411130921,0.08939188492759893,0.1386028275384485,0.13116137306815587,0.06399896693381103,0.11341432853636868,0.07757161447269757,0.10468765033293757
mean_roc,0.9354960317460318,0.6368650793650794,0.6413095238095237,0.5,0.5,0.5,0.8381944444444445,0.880866402116402,0.8569113756613757,0.9309986772486771,0.8654497354497355,0.8947619047619048,0.8495238095238096,0.8680357142857144,0.9278306878306879,0.9189880952380953,0.9088492063492064,0.8710515873015872
std_roc,0.09004227306045579,0.043339964752196,0.05242135587022104,0.0,0.0,0.0,0.10854724251690914,0.11340619496887824,0.08231469498489338,0.09511770411839371,0.10917700152449493,0.07607843531169617,0.11858395818926652,0.11990027196219898,0.060472393088571726,0.11418705266511912,0.06944893409523269,0.09139679006716755
