,xception ternary,vgg16 ternary,vgg19 ternary,resnet50 ternary,resnet101 ternary,resnet152 ternary,resnetv250 ternary,resnetv2101 ternary,resnetv2152 ternary,inc3 ternary,incr2 ternary,mobile ternary,mobilev2 ternary,densenet121 ternary,densenet169 ternary,densenet201 ternary,nasnetm ternary,nasnetl ternary
mean_acc,0.9427272727272727,0.619090909090909,0.6281818181818182,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.8272727272727274,0.8490909090909092,0.8300000000000001,0.9027272727272727,0.8563636363636364,0.9045454545454547,0.8063636363636364,0.8563636363636362,0.9054545454545455,0.9236363636363636,0.8972727272727272,0.8672727272727272
std_acc,0.06480103049889721,0.03823589244511471,0.10550547359581723,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.09866882582701918,0.11840538294665408,0.08981615750387192,0.08953968601631808,0.08037104038291033,0.08559466268986479,0.11067411770860663,0.1306563216234304,0.09290535484393611,0.05894387300889936,0.10309668093510435,0.07487731011626908
mean_roc,0.9559060846560847,0.6388492063492064,0.6493253968253969,0.5,0.5,0.5,0.8375727513227513,0.8696560846560846,0.8626256613756615,0.9172751322751322,0.8739682539682541,0.9087632275132276,0.819107142857143,0.876626984126984,0.9246825396825397,0.9286640211640211,0.908015873015873,0.8909060846560847
std_roc,0.04892438602360807,0.04261596231923031,0.07600160535228824,0.0,0.0,0.0,0.0818124657811586,0.1003082534829774,0.07869248424989163,0.08159754647657547,0.06891446292178761,0.08500304668878687,0.11430555555555556,0.12114762356984571,0.07933720740745735,0.051878360840596924,0.09158736176444335,0.057781051630821145
