,xception ternary,vgg16 ternary,vgg19 ternary,resnet50 ternary,resnet101 ternary,resnet152 ternary,resnetv250 ternary,resnetv2101 ternary,resnetv2152 ternary,inc3 ternary,incr2 ternary,mobile ternary,mobilev2 ternary,densenet121 ternary,densenet169 ternary,densenet201 ternary,nasnetm ternary,nasnetl ternary
mean_acc,0.9327272727272728,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.8681818181818182,0.85,0.8681818181818179,0.9318181818181819,0.8654545454545455,0.9127272727272727,0.8254545454545456,0.8654545454545455,0.8936363636363638,0.9236363636363638,0.9127272727272728,0.8372727272727273
std_acc,0.06287860533014757,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.07298250667791381,0.07184119309138307,0.08559466268986479,0.06327821292834492,0.11753670079195626,0.08071990138335676,0.11597947951866955,0.07625533445640277,0.0929809364625596,0.07160497697278259,0.05350523261658967,0.061179859485059024
mean_roc,0.9464417989417988,0.5,0.5,0.5,0.5,0.5,0.8694246031746031,0.8682010582010582,0.8938756613756613,0.940813492063492,0.8882738095238096,0.9233730158730158,0.8383730158730159,0.8858465608465609,0.89515873015873,0.9319973544973543,0.9172023809523809,0.8639947089947089
std_roc,0.05200226368860685,0.0,0.0,0.0,0.0,0.0,0.05883948225325997,0.06869609249595386,0.06560598006897915,0.06305304881288974,0.09247519508684049,0.06637791776443618,0.09971142065945576,0.07595617150095214,0.09224215525095558,0.06805676260363853,0.05585182129235326,0.05518943672209354
