,xception ternary,vgg16 ternary,vgg19 ternary,resnet50 ternary,resnet101 ternary,resnet152 ternary,resnetv250 ternary,resnetv2101 ternary,resnetv2152 ternary,inc3 ternary,incr2 ternary,mobile ternary,mobilev2 ternary,densenet121 ternary,densenet169 ternary,densenet201 ternary,nasnetm ternary,nasnetl ternary
mean_acc,0.9236363636363636,0.6390909090909089,0.6081818181818182,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.8300000000000001,0.8763636363636363,0.8354545454545456,0.9063636363636365,0.8481818181818183,0.859090909090909,0.8181818181818181,0.8590909090909091,0.9036363636363637,0.9118181818181817,0.8754545454545454,0.8554545454545452
std_acc,0.05894387300889936,0.04794107953976439,0.13132824310869512,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.12779438547400152,0.0972514845113915,0.12586559800172,0.07295985537175746,0.0874855359946115,0.08559466268986479,0.11208025459943592,0.09657352784791355,0.09475501251487552,0.09421708711339061,0.07352404452943907,0.0933712044378877
mean_roc,0.9349404761904762,0.6575,0.6335912698412698,0.5,0.5,0.5,0.8432671957671957,0.8917195767195768,0.8718584656084655,0.9199338624338624,0.8674007936507937,0.8887037037037038,0.8321428571428571,0.8799140211640213,0.9227380952380952,0.9192460317460316,0.8838690476190475,0.8815608465608464
std_roc,0.04420156228534924,0.03970215784901973,0.09585169604547773,0.0,0.0,0.0,0.12000682352313924,0.09486144933755104,0.10692961768116523,0.06446205157342191,0.08145992728597512,0.07785660687808003,0.08569848472818221,0.08088899618715527,0.07587791376898806,0.08488669400351302,0.07823838396044333,0.07899821956781912
