,xception ternary,vgg16 ternary,vgg19 ternary,resnet50 ternary,resnet101 ternary,resnet152 ternary,resnetv250 ternary,resnetv2101 ternary,resnetv2152 ternary,inc3 ternary,incr2 ternary,mobile ternary,mobilev2 ternary,densenet121 ternary,densenet169 ternary,densenet201 ternary,nasnetm ternary,nasnetl ternary
mean_acc,0.8963636363636365,0.8936363636363638,0.8545454545454545,0.7681818181818182,0.6545454545454545,0.6181818181818183,0.9054545454545456,0.8654545454545456,0.9027272727272727,0.9236363636363636,0.8854545454545454,0.9054545454545455,0.8963636363636365,0.9027272727272727,0.8954545454545455,0.9236363636363636,0.8945454545454545,0.8763636363636363
std_acc,0.06595766235351654,0.0815196574174263,0.10924231916945311,0.15578380866226862,0.10625091151772349,0.16093733701748947,0.07297684451050718,0.09034369635494433,0.08953968601631808,0.09183168217581375,0.05908391567007969,0.09290535484393611,0.06327168233201931,0.10802892174730012,0.07959089611131194,0.038397658330805225,0.104541501901564,0.08224133002108101
mean_roc,0.9113756613756614,0.9098214285714284,0.8786507936507937,0.8142857142857143,0.710793650793651,0.6982936507936509,0.9134523809523809,0.8871164021164022,0.9244775132275131,0.9419973544973544,0.9006150793650793,0.9232870370370371,0.9140079365079364,0.9233201058201057,0.9079960317460317,0.9380423280423281,0.9156150793650794,0.9035515873015871
std_roc,0.06091073077037313,0.08423829535166354,0.09222358822035631,0.12293044410930633,0.07950588699599165,0.11788257004553196,0.07634923728673101,0.07932509905690635,0.0801032822986238,0.07568739262054469,0.05283774862866635,0.08267513988584496,0.058202477135180425,0.08463301190209242,0.07276024145668757,0.03642907093908128,0.09297611637837558,0.06726779022754356
