,xception ternary,vgg16 ternary,vgg19 ternary,resnet50 ternary,resnet101 ternary,resnet152 ternary,resnetv250 ternary,resnetv2101 ternary,resnetv2152 ternary,inc3 ternary,incr2 ternary,mobile ternary,mobilev2 ternary,densenet121 ternary,densenet169 ternary,densenet201 ternary,nasnetm ternary,nasnetl ternary
mean_acc,0.9154545454545454,0.6463636363636365,0.6109090909090908,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.8390909090909091,0.8645454545454546,0.8554545454545455,0.9136363636363637,0.8381818181818183,0.8881818181818183,0.8127272727272727,0.8409090909090908,0.9063636363636365,0.9245454545454546,0.8490909090909092,0.8572727272727274
std_acc,0.06416018177670504,0.08827548914319919,0.09134441226967614,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.11528262073976328,0.13926904813559632,0.11122533155790225,0.08062257748298547,0.07190443612103704,0.09749337760938406,0.13380632358526617,0.10067950951590714,0.09100449539345944,0.08212568477141331,0.10963500677586424,0.12451890891622022
mean_roc,0.9301058201058201,0.6639087301587302,0.6340277777777777,0.5,0.5,0.5,0.8495171957671959,0.8863492063492064,0.8853108465608465,0.9288690476190476,0.8619378306878307,0.9068055555555554,0.8302182539682541,0.8700132275132274,0.9201917989417989,0.9350727513227512,0.8633333333333333,0.8796230158730157
std_roc,0.053023685847769515,0.07839860191153311,0.06292812863313053,0.0,0.0,0.0,0.11291648304790115,0.11594379089896177,0.08408364271761268,0.0629290670204517,0.07114814422573346,0.08225564729759097,0.1241570230799311,0.08928418184066052,0.08322464488686562,0.07069355344720048,0.10405030537861347,0.10892530044111734
