,xception ternary,vgg16 ternary,vgg19 ternary,resnet50 ternary,resnet101 ternary,resnet152 ternary,resnetv250 ternary,resnetv2101 ternary,resnetv2152 ternary,inc3 ternary,incr2 ternary,mobile ternary,mobilev2 ternary,densenet121 ternary,densenet169 ternary,densenet201 ternary,nasnetm ternary,nasnetl ternary
mean_acc,0.9145454545454547,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.48636363636363633,0.8390909090909091,0.8454545454545455,0.8472727272727274,0.9445454545454546,0.8772727272727273,0.8927272727272728,0.8381818181818181,0.8854545454545455,0.8672727272727274,0.9136363636363637,0.9045454545454545,0.8454545454545453
std_acc,0.06695255505280714,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.029105110170149315,0.07030629563994656,0.11126619113304904,0.074501095449265,0.0609090909090909,0.09388316988031911,0.13647268367123785,0.09206537382670664,0.07172030153933096,0.08520272373716348,0.08835035440770422,0.10478234032018566,0.12662171161076474
mean_roc,0.9306349206349207,0.5,0.5,0.5,0.5,0.5,0.8463293650793651,0.86364417989418,0.8716798941798942,0.9589417989417989,0.8962433862433864,0.9103174603174603,0.8567658730158731,0.8948743386243386,0.8779563492063491,0.9214880952380952,0.909702380952381,0.8737830687830688
std_roc,0.05579442694034422,0.0,0.0,0.0,0.0,0.0,0.055043648504988656,0.10804109018258953,0.0678589529137591,0.05151545668682169,0.07845561249376125,0.10903921434305301,0.08024573160480952,0.0722543889861729,0.07714307402886098,0.08657449065384555,0.11136530058540316,0.10818036276382655
